,paper_id,section,chunk_id,text,title,url,assigned_phase,year
10,PMC10284894,introduction,2,", increased pathogenicity and biofilm formation during spaceflight could threaten astronaut health and spacecraft integrity so mitigation strategies will be needed to prevent such hazards. microbial applications related to health ( purple ), renewable resources ( green ) or both ( purple and green ) are highlighted. figure created with biorender. com.",Microbial applications for sustainable space exploration beyond low Earth orbit,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,Orbit,2023
11,PMC10342025,abstract,0,"mechanical unloading during microgravity causes skeletal muscle atrophy and impairs mitochondrial energetics. the elevated production of reactive oxygen species ( ros ) by mitochondria and nox2, coupled with impairment of stress protection ( e. g., sirt1, antioxidant enzymes ), contribute to atrophy. we tested the hypothesis that the sirt1 activator, srt2104 would rescue unloading - induced mitochondrial dysfunction. mitochondrial function in rat gastrocnemius and soleus muscles were evaluated under three conditions ( 10 days ) : ambulatory control ( con ), hindlimb unloaded ( hu ), and hindlimb - unloaded - treated with srt2104 ( sirt ). oxidative phosphorylation, electron transfer capacities, h 2 o 2 production, and oxidative and antioxidant enzymes were quantified using high - resolution respirometry and colorimetry. in the gastrocnemius, ( 1 ) integrative ( per mg tissue ) proton leak was lesser in sirt than in hu or con ; ( 2 ) intrinsic ( relative to citrate synthase ) maximal noncoupled electron transfer capacity ( e ci + ii ) was lesser, while complex i - supported oxidative phosphorylation to e ci + ii was greater in hu than con ; ( 3 ) the contribution of leak to e ci + ii was greatest, but cytochrome c oxidase activity was lowest in hu. in both muscles, h 2 o 2 production and concentration was greatest in sirt, as was gastrocnemius superoxide dismutase activity. in the soleus, h 2 o 2 concentration was greater in hu compared to con. these results indicate that srt2104 preserves mitochondrial function in unloaded skeletal muscle, suggesting its potential to support healthy muscle cells in microgravity by promoting necessary energy production in mitochondria.","The Impact of SRT2104 on Skeletal Muscle Mitochondrial Function, Redox Biology, and Loss of Muscle Mass in Hindlimb Unloaded Rats",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,Takeoff,2023
12,PMC10370681,abstract,0,"mouse models are critical tools in tuberculosis ( tb ) research. recent studies have demonstrated that the wild mouse gut microbiota promotes host fitness and improves disease resistance. here we examine whether the wild mouse gut microbiota alters the immunopathology of tb in balb / c mice. conventional balb / c mice ( labc ) and mice born to germ - free balb / c mothers reconstituted with the wild mouse gut microbiota ( wildr ) were used in our studies. wildr mice controlled initial tb infection better than labc mice. the microbial gut communities of labc mice and wildr mice had similar richness but significantly different composition prior to infection. tb reduced the gut community richness in both cohorts while differences in community composition remained indicating a general tb - induced dysbiosis. the wild mouse gut microbiota did not alter the typical lung histopathology of tb in the balb / c model that includes unstructured immune cell infiltrates with infected foamy macrophages invading alveolar spaces. animals of both cohorts mounted robust t cell responses in lungs and spleen with lower absolute counts of cd4 and cd8 t cells in lungs of wildr mice during acute infection, corresponding with observed differences in pathogen load. in summary, labc mice and wildr mice showed largely overlapping tb immunopathology and pathogen kinetics, with wildr mice controlling early acute infection better than labc mice.",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
13,PMC10370681,introduction,0,"introduction tuberculosis ( tb ) remains a major threat to global public health and years of progress made towards ending tb have been reversed by the covid19 pandemic [ 1 ]. predictive preclinical models for testing novel drugs and vaccine candidates are required to achieve the targets set forth in the end tb strategy. laboratory mice have played a critical role in tb preclinical therapy development and studies of mycobacterium tuberculosis ( mtb ) immunopathology. however, they do not always align closely with clinical observations [ 2, 3 ]. most of the common mouse strains used in research have been inbred for many decades under specific pathogen - free conditions in a controlled environment without dietary variations that led to a loss in microbiota diversity and richness [ 4 ]. moreover, laboratory animals are not exposed to microbes that wild - living mice constantly encounter. several studies have highlighted that exposure to microbes and pathogens, including mites and pinworms, and the presence of the wild mouse microbiota may improve the translational value of murine models and better reflect human immune responses [ 4 – 8 ]. however, introduction of murine pathogens to research poses significant challenges for laboratory animal facilities and is often prohibitive because such pathogens are notoriously difficult to contain [ 9 ]. rosshart et al. have defined the wild mouse gut microbiota, which was significantly more diverse and various species were differentially represented as compared to conventional laboratory mice [ 4 ]. reconstitution of germ - free laboratory mice with the wild - mouse gut microbiota enabled their offspring, termed “ wildr ” by vertical transfer, to experience microbiota - mediated effects before and after birth [ 10, 11 ]. the gut microbiota of wildr mice was stable over several generations, promoted host fitness and improved disease resistance to influenza virus infection and mutagen / inflammation - induced colorectal tumorigenesis [ 4 ]. a recent study showed that previous intestinal infections in wildr mice increase the gut microbiota ’ s resistance to subsequent infections by inhibiting pathogen respiration [ 12 ]. taken altogether, wildr mice have demonstrated translational value in several research fields owing to their wild mouse gut microbiota. the onset and recurrence of active tb infection in humans are characterized by a decline in the diversity of the gut microbiota [ 13, 14 ]. similarly, mice experience a rapid loss of fecal microbiota diversity upon mtb infection",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
14,PMC10370681,introduction,1,"the onset and recurrence of active tb infection in humans are characterized by a decline in the diversity of the gut microbiota [ 13, 14 ]. similarly, mice experience a rapid loss of fecal microbiota diversity upon mtb infection [ 15 ]. depletion of the microbiome by broad - spectrum antibiotics rendered mice more susceptible to tb and restoring the gut microbiota by fecal transfer reduced the bacterial load of mtb [ 16 ]. chemotherapy with first - line antimycobacterials led to dysbiosis that persisted beyond the end of drug treatment for at least 3 months in mtb - infected mice and at least 1. 2 years in tb patients [ 17, 18 ]. taken altogether, the crosstalk through the gut - lung axis is bidirectional and impacts both mtb in the lung and the microbial community of the gut. because there are striking differences between the microbiota of laboratory mice and wild - living mice, we examine whether laboratory mice reconstituted with the wild - mouse gut microbiome may better resemble the hallmarks of clinical tb than conventional laboratory mice. we chose the balb / c mouse as the host organism for our studies as this strain is widely used in tb preclinical development. here we investigate the impact of the wild - mouse gut microbiota on tb infection in the balb / c model using organ bacterial burden, lung histopathology, microbiome changes, cytokine profiles, and t cell responses as readouts.",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
15,PMC10370681,results,0,"results wildr mice control initial acute tb lung infection better than conventional mice we used commercially available age - matched cohorts of labc mice and wildr mice [ 10, 11 ] that were generated in the balb / c background. to study the impact of wild - mouse gut microbiota on tb, we simultaneously infected both cohorts in the same aerosol generator chamber by a low dose of aerosolized mtb. strict separation between the two animal groups was maintained during the infection process and throughout the experiment to prevent microbiome transfer. we verified delivery of the initial inoculum dose at 24 h post - infection and monitored the progress of tb thereafter by determining the pathogen load of organs at 14, 28 and 56 days. the study design is depicted in fig 1a. the course of low dose mtb infection in mice can be divided into the acute phase characterized by rapid mtb growth ( until ~ 4 weeks ), and the chronic phase during which a high pathogen load in organs is maintained [ 32 ]. the lungs of wildr mice at 1 day and 14 days post - infection had a significantly lower bacterial burden than labc mice, and this difference dissipated thereafter ( fig 1b left ). in contrast, animals of both cohorts had a similar pathogen load in the spleen at individual time points ( fig 1b right ). this suggests that the gut microbiota may shape innate immunity leading to different degrees of tb control in wildr mice and labc mice in the early time points following infection. dissemination of tb to secondary organs such as the spleen was not affected by the gut microbiota. 10. 1371 / journal. pone. 0288290. g001 fig 1 wildr mice control acute pulmonary tb infection better than labc mice. balb / c mice with conventional laboratory mouse gut microbiome ( labc ) and balb / c mice born to germ - free mothers reconstituted with wild - mouse gut microbiota ( wildr ) were infected with a low dose of aerosolized mtb h37rv. a. study design and readouts. b. at designated time points, half of the organs of 6 mice per cohort were homogenized and plated on agar to determine the pathogen load in lungs ( left panel ) and spleen ( right panel ) over time. mean and sd are shown. data of individual time points were analyzed using the two - sided student ’ s t - test. * p < 0. 05",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
16,PMC10370681,results,1,"the pathogen load in lungs ( left panel ) and spleen ( right panel ) over time. mean and sd are shown. data of individual time points were analyzed using the two - sided student ’ s t - test. * p < 0. 05, * * p < 0. 001. tb infection affects the composition of the labc and wildr gut microbiome the conventional balb / c mouse model is widely used in tb research, including preclinical development of novel therapies. laboratory mice have been bred under specific pathogen - free conditions for many generations which led to alteration of their gut microbiota, and consequently, changes in their immune responses relative to wild living mice [ 8 ]. it has been reported that tb infection has a profound impact on the gut microbiota of humans and mice [ 13, 14 ]. to investigate whether the gut microbiota impacts the course of tb in the balb / c model, we used animals born to germ - free mothers that were inoculated with the gut microbiota of wild - living mice, and age - matched conventional balb / c mice. fecal samples obtained from individual mice of both cohorts prior to and during tb infection were subjected to dna isolation and sequencing of the 16s rrna gene v4 region. dada2 denoising of paired - end reads identified an average of 102, 631 ( ± 7, 160 ) amplicon sequence variants ( asvs ) per sample ( s1 table ). microbial community analysis of labc and wildr gut microbiomes revealed that the two communities were similar in community richness prior to and during acute tb infection but were both reduced during chronic infection ( fig 2a ). labc and wildr communities significantly differed in microbial composition prior to and during tb infection suggesting that tb infection induced a dysbiosis of the gut microbiome regardless of the initial community structure ( fig 2b ). in support of this, we assessed the bray - curtis dissimilarity of samples collected during tb infection compared to pre - infection samples. infection with tb significantly increased the bray - curtis dissimilarity of microbial community relative to pre - infection samples within the first 14 days of infection and persisted through day 56 ( fig 2c ). this tb - induced dysbiosis of the gut microbiome has been previously reported in both human and mouse tb infections ( reviewed in [ 33 ] ). 10. 1371 / journal. pone.",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
17,PMC10370681,results,2,"56 ( fig 2c ). this tb - induced dysbiosis of the gut microbiome has been previously reported in both human and mouse tb infections ( reviewed in [ 33 ] ). 10. 1371 / journal. pone. 0288290. g002 fig 2 microbial community analysis of labc and wildr microbiomes prior to and during tb infection. a. line plot depicting within sample richness ( chao1 index ) across each timepoint. thin lines represent individual mice. thick lines represent average richness of each gms. * * p < 0. 01 d28 v. d56 tukey post - hoc test. dashed line indicates d0 ( day of infection ). b. principal coordinate analysis using bray - curtis distances depicting significant differences in microbial composition between gms ( f = 40. 39, p < 0. 001 ) and across time ( f = 2. 47, p = 0. 045 ), gm : time ( f = 2. 29, p = 0. 053 ). two - way permanova. c. line plot depicting bray - curtis distances from baseline ( d - 1 ). thin lines represent individual mice. thick lines represent average richness for both gms. * * * p < 0. 001 tukey post - hoc comparison to d - 1. dashed line indicates d0 ( day of infection ). d. phylogenetic tree depicting aldex2 - determined differentially abundant taxa ( bh - corrected p < 0. 05 ) between gms. from innermost ring out : first ring depicts phylum, second differentially abundant phyla, third differentially abundant families, fourth differentially abundant genera. given the significant differences in overall community composition between labc and wildr mice ( fig 2b ), we next applied aldex2 [ 29 ] to detect differentially abundant taxa at the phylum, family, and genus levels ( fig 2d ). at the phylum level, bacteroidota ( formerly bacteroidetes ) and pseudomonadota ( formerly proteobacteria ) were dominant in wildr mice, whereas bacillota ( formerly firmicutes ) and actinobacteriodota were enriched in the labc mice. verrucomicrobiota and campylobacterota were only detected in labc and wildr mice, respectively. members of the bacillota phylum including ruminococcus",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
18,PMC10370681,results,3,"were enriched in the labc mice. verrucomicrobiota and campylobacterota were only detected in labc and wildr mice, respectively. members of the bacillota phylum including ruminococcus ( family ruminococcaceae ), butyricicoccus ( family butyricicoccaceae ), and multiple lachnospiraceae groups were enriched in labc mice. labc mice also exhibited a higher proportion of roseburia compared to wildr mice. interestingly, roseburia are butyrate - producing bacteria that are associated with beneficial health outcomes in mice and in humans [ 34 ]. wildr mice were enriched for odoribacter ( family marinifilaceae ), helicobacter ( family helicobacteraceae ), and genera within the rikenellaceae family. the sulfur - reducing genera bilophila and desulfovibrio were also differentially abundant in wildr mice. a full list of differentially abundant taxa at the phylum, family, and genus levels is provided in s2 table. our findings in the balb / c wildr model are consistent with the c57bl / 6 wildr mice [ 4 ]. labc mice and wildr mice develop comparable pulmonary tb histopathology the gut microbiota of wildr mice was shown to promote host fitness and improve resistance to influenza infection [ 4 ]. to examine whether the microbiome impacts the lung histopathology of tb, we compared h & e - stained lung sections of labc mice and wildr mice at 14 -, 28 - and 56 - days post - infection. typical tb lung lesions in conventional balb / c mice are cellular and consist of lymphocyte aggregates, epithelioid histocytes and intra - alveolar foamy macrophages [ 35 – 37 ]. at 14 days post - infection lymphocytes had accumulated in the lungs of labc mice and wildr mice, mostly around larger airways ( fig 3a ). at 28 days post - infection, unstructured cellular lesions were present, with a diameter often exceeding 0. 5 mm that further increased until the end of the study at 56 days ( fig 3a ). foamy macrophages appearing more transparent due to their accumulation of lipid bodies filled out many alveolar spaces and were infected with acid - fast bacilli ( fig 3a, two right panels ). the representation of tb",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
19,PMC10370681,results,4,"fig 3a ). foamy macrophages appearing more transparent due to their accumulation of lipid bodies filled out many alveolar spaces and were infected with acid - fast bacilli ( fig 3a, two right panels ). the representation of tb lung pathology in both cohorts was very similar ( fig 3a, top and bottom row ) and closely resembled reports in conventional balb / c mice [ 35 – 37 ]. we then quantified the number of pulmonary immune cell infiltrates in h & e - stained sections. as expected, the number of tb lesions increased over the course of infection reaching 45 to 55 infiltrates per animal at the end of the study with no significant difference between the two cohorts ( fig 3b ). we conclude that the wild mouse gut microbiome does not impact the number of lung lesions and the lesion organization in the balb / c model. 10. 1371 / journal. pone. 0288290. g003 fig 3 pulmonary histopathology of tb is independent of the intestinal microbiome. a. at 14 -, 28 - and 56 - days post - infection lungs of animals were formalin - fixed, paraffin - embedded, sectioned at 3 μm, mounted on glass slides, stained with hematoxylin & eosin ( eight panels on the left ) or ziehl - neelsen ( two panels on the right ) and examined by brightfield microscopy. acid - fast positive bacilli are shown as purple rods. representative areas of labc mice and wildr mice are shown. b. all lung lobes of two mice per cohort were completely sectioned with 50 μm steps between individual sections. pulmonary infiltrates with a diameter of > 100 μm were quantified. infiltrates present in multiple sections were only counted once. data are shown as mean and sd. the unpaired student ’ s t - test was used to perform pairwise comparisons at designated time points. sections of all lung lobes at designated time points are shown in s2 fig. wildr mice have a less pronounced t cell response during acute tb infection t cells play an essential role in controlling tb infection [ 38 ] and growing evidence suggest that t - cell responses can be shaped by the microbiota [ 39 ]. to determine the impact of the gut microbiota on t cell immunity to tb, we measured the dynamics of cd4, cd8 and γδ t cells during acute and chronic infection. wildr and",Wild mouse gut microbiota limits initial tuberculosis infection in BALB/c mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Orbit,2023
